sigma_us,sigma_eu
0.159390087537649,0.164842652840669
0.159503596496,0.163869535592656
0.171652790997387,0.161300543570811
0.167768171744105,0.166378259612573
0.167573782067948,0.162688722812718
0.165809410793889,0.172923815599562
0.159624131613623,0.171661487539738
0.164229837475221,0.159463277244222
0.158462018164582,0.153749301342113
0.168644464513475,0.163004897419711
0.176522575415909,0.164073600130188
0.178622164561471,0.166962842471625
0.179892892588053,0.166670452692006
0.181417712513015,0.162096167595349
0.184292947886986,0.160936516940095
0.19123941968089,0.155714396263752
0.193148846854369,0.158137337512547
0.206801879749565,0.160322739370791
0.206324234120284,0.155690421134932
0.217302403047783,0.156381782757007
0.225464591623837,0.161728528446905
0.220432924509755,0.162718294817411
0.22987538810091,0.162028398101674
0.229339395040698,0.158712565864782
0.22499848196898,0.164561398778696
0.238250349008832,0.162514158727203
0.233991371708818,0.165977911156288
0.236959101864137,0.163221897933731
0.246339108816619,0.167541139350075
0.25136340600931,0.168882074172293
0.248111704151652,0.162744231141959
0.244824609293303,0.161725866278482
0.253139595589796,0.167170273529729
0.247261801291612,0.167399944986867
0.253351486803406,0.169640209844643
0.250456753930426,0.163572138403027
0.245382676194004,0.165442829133339
0.253993292515328,0.167158033686154
0.252148949472191,0.168710620185461
0.252236667613713,0.170686088649015
0.255459412076676,0.170475432307518
0.274762424456956,0.176406146560392
0.2719357913565,0.173270194686705
0.266729710857115,0.170633197455764
0.266182101164332,0.172636360704869
0.266124521526923,0.17160372069722
0.260978283432835,0.174017139791823
0.257122614892067,0.164412614884512
0.272722857958069,0.170144935690327
0.266553799609523,0.174472700233856
0.249717724394602,0.171590149424868
0.256908540281851,0.172056665232222
0.261202434666339,0.170926091989775
0.255301423146594,0.184907977194679
0.253008805749059,0.183712296575361
0.24481051001643,0.180424516112324
0.26713020137494,0.177329430597258
0.259681234338283,0.179726647788045
0.242123368101661,0.193752185840202
0.264121594853044,0.180372456305022
0.239850627064671,0.178923094698811
0.235102704271387,0.177164536314319
0.233198954584772,0.172951663104862
0.238066567911872,0.170012708663841
0.234455920890057,0.174046807750965
0.266864855770406,0.175518184561367
0.255026704108907,0.172979545919437
0.228260753972893,0.15713306741241
0.257143056552982,0.156467493229215
0.240415430567189,0.155576924600573
0.226385106290256,0.158290780799394
0.245146863458923,0.149876162586775
0.232251886699685,0.144806704454299
0.217376258630756,0.150057202228476
0.216344767283532,0.149844670907395
0.216306200813031,0.142987010775596
0.226390502127789,0.149285269733542
0.262415841496246,0.14860811942235
0.229306416124979,0.143112776449695
0.368554343550096,0.151759479995107
0.335619408324767,0.151479521099515
0.249065234373288,0.141068687780786
0.338474563432361,0.172243289571904
0.378760214749052,0.163005312453974
0.197883321756734,0.143285434433193
0.232773050552103,0.143751255976375
0.299603204016913,0.159095095069987
0.361342457916536,0.151415730766275
0.220020696509401,0.147022215791004
0.234298331780032,0.142036885163277
0.24227957545143,0.13482641535494
0.241925441982749,0.136130205640933
3.87947426011181,0.182234446492236
0.84732473015825,0.224732562771507
0.656356314034174,0.206563124163475
0.338139608754612,0.193843495617524
0.378333013508872,0.168646956170328
0.366141954938737,0.176309195393305
0.389165422925122,0.170821763404031
0.399692008853514,0.161294426429053
0.391787409091673,0.165940318001373
0.385625781753105,0.181135298170746
0.398130103256913,0.175780998186777
0.410229227564885,0.172862259653877
0.435306242377858,0.177986874287362
0.447242106577602,0.173410607904006
0.461355661837426,0.175028154742354
0.451364881591173,0.186264758210005
0.45804109099569,0.190075924852112
0.481152405524215,0.194360003455179
0.471496342886191,0.196832586700494
0.473901420527856,0.202432862689587
0.490620375073608,0.223189859209256
0.500369228969094,0.23373976741161
0.484683437712185,0.215981765399677
0.484948206933127,0.211852110015295
0.48920637888912,0.210371735390407
0.483596385225945,0.213598394399266
0.472706940156755,0.203584879452809
0.452195676256971,0.203172044846059
0.455766008752309,0.206232655374621
0.475749470065221,0.192436344981925
0.496815825249547,0.182939821321404
0.506298064563262,0.191508398126452
0.513568336580245,0.189245855113901
0.533022535726716,0.194020149833566
0.532991508192321,0.195781768349588
0.499656438856544,0.232080742074366
0.511582724899235,0.256483757360548
0.509565618938045,0.25653656165729
0.503937229426001,0.247777891154442
0.499172755306168,0.308611465809864
0.48798752895487,0.30103235924153
0.502213503813662,0.298025306938191
0.486429359492847,0.331186021450844
0.483498673458846,0.330525546137132
0.487869584114251,0.343839233906224
0.484817544931602,0.347514459650143
0.472084328630912,0.337522521002315
0.465609907242853,0.344571403101687
0.452957533895459,0.335830834333779
0.443902381330292,0.3313298320922
0.447890134920304,0.325300457151991
0.437240956931601,0.312133668886304
0.430907259759945,0.292015323877487
0.449263766720589,0.287742181960193
0.455138254600663,0.277703948644205
0.449359094311013,0.280856300895545
0.466012526749839,0.274667168665359
0.486277112617954,0.274906139415563
0.485487437380606,0.267965008981283
0.501031150540831,0.266936799907034
0.519604882773039,0.264546865467215
0.490644997576072,0.263120138004987
0.518005539820704,0.262067979953356
