sigma_us,sigma_eu
0.181694780363565,0.187425060429706
0.181611359946419,0.186232699552898
0.196325019388733,0.183165070199206
0.191688561907007,0.189313995610878
0.191186219998812,0.184569275962088
0.189030879384224,0.196658962645907
0.181636523755719,0.195162468133401
0.186605491656945,0.180929949974125
0.179789950905695,0.173947536247419
0.191530137927377,0.18529957673876
0.200788731345624,0.186397443789665
0.20324634282285,0.189640901398597
0.204730513474746,0.189209882773887
0.206360326287171,0.183929436642823
0.209511735507145,0.18255132851515
0.217502551697908,0.17651661710227
0.219625053850346,0.179297376949813
0.235198182891011,0.181759299006074
0.234594329910977,0.176537512025708
0.24721252361447,0.177419552019725
0.256502559346185,0.183597504343096
0.250623167385192,0.18494677061769
0.261653935726274,0.184118295511418
0.261048262407057,0.18006110259969
0.256072469718687,0.186784537896052
0.271034542723107,0.184349387570855
0.266125679040885,0.188467805470678
0.269648320356401,0.185400817980206
0.280624762204867,0.190086396488083
0.286000806466846,0.191641817472431
0.282492351686354,0.184579133394498
0.278634391338116,0.183432346869162
0.288255757192319,0.189567874367039
0.281562580480489,0.189822642362116
0.288574500299242,0.192511935309669
0.285277317784705,0.185501266837224
0.279572563176308,0.187632667162971
0.289101066627121,0.189585419741424
0.286816203143978,0.19137352048476
0.287150168950792,0.193591482535722
0.29087291900763,0.193297142341024
0.313331712459778,0.199998168030648
0.310087812332078,0.196443974012847
0.304096010706831,0.193445139040265
0.30343147225966,0.195710970234938
0.303686042338921,0.194536325783064
0.297813450550835,0.197429368980735
0.293682016477049,0.186473929603063
0.311903961056213,0.192943815627345
0.30412100582826,0.197854475745567
0.284397402958071,0.194563202136238
0.293470900329963,0.195130706698646
0.298496935956701,0.193896582233208
0.291866656155792,0.209770223760638
0.28890328942618,0.208419209021955
0.27932704944408,0.204676895158474
0.305875496364648,0.201147336663708
0.297141510975785,0.203707643885924
0.276347098672355,0.21996615127543
0.30268582926111,0.204520046918968
0.273989814393626,0.202613752189977
0.267871441733173,0.200720021387567
0.265795213712137,0.195867538789746
0.271881054305413,0.192400995283159
0.267689933294833,0.197283559929788
0.305535073089218,0.199002675406802
0.291479562439825,0.196097552655018
0.259785286096939,0.177461360863608
0.294130858950028,0.176956990544004
0.274276247164042,0.176032890346815
0.257545395954217,0.179404504025105
0.280046734589744,0.169787935787547
0.265067279945501,0.163828180349697
0.247296544889862,0.170065785551643
0.246021797496624,0.170027313215812
0.246706421848184,0.162012768724807
0.2587815488122,0.169358462466564
0.301111420776289,0.168636249225421
0.262114660110173,0.162262657604944
0.426558962567351,0.172986210969886
0.38766347763368,0.172642805914516
0.2861367627582,0.160316620076575
0.391901889682361,0.197391273758055
0.439405319422297,0.185788782897993
0.225899531378829,0.162991456881204
0.267233830967999,0.163619045490358
0.346099928057182,0.181725770954008
0.419166316069019,0.172861330105397
0.25213125588204,0.167712974338093
0.268652771336322,0.161538967165676
0.278219546877177,0.15313737738369
0.277619186053759,0.154637330315922
4.53970613233307,0.208836175007604
0.98786054997413,0.259055078566155
0.761999126357561,0.237455737574824
0.386027066336398,0.221647944305515
0.431728427225846,0.191911563091726
0.417303464986483,0.201081972862592
0.444271397603841,0.194269804496119
0.455752898487379,0.183063929291736
0.445933982275117,0.188484655983531
0.439113377587278,0.205167720325568
0.452864050387003,0.199369373906011
0.466686372414356,0.195978659368916
0.495530179572839,0.201723215384252
0.509240109958813,0.196422597646152
0.525181223715531,0.198384291469831
0.513916674512645,0.211203030888112
0.521575109290339,0.21560917671118
0.54759389646006,0.220452260511096
0.53631098800717,0.223229991071802
0.539056801088628,0.229571235674264
0.558614670683227,0.253449799280127
0.570227266855866,0.265449630751684
0.551434292550264,0.245277343672162
0.551454191365549,0.240574449641808
0.556513605380832,0.239003818852319
0.549961975282018,0.242577713809791
0.53770273548297,0.230672575181287
0.514651708141191,0.230156035488753
0.518356885030352,0.234236483115165
0.541314221249482,0.217731620017405
0.56553284817583,0.207112436549054
0.576301673597378,0.217406876959055
0.58449940722805,0.214458617407481
0.606600333949518,0.21998364416854
0.606445817537365,0.222099175685245
0.568904944227635,0.264416400969886
0.58270280327343,0.292011464090455
0.580450672147053,0.291837294519906
0.574239880840693,0.280064116650715
0.569066687322859,0.351723151537457
0.55594127965076,0.34253616035334
0.571677492570215,0.338714595562305
0.553693302188328,0.376352496583625
0.550264156414521,0.375444756489605
0.55523863844847,0.39075720607318
0.551966710822931,0.394614220349451
0.537324251229313,0.382824377071946
0.529701397318058,0.390965037778323
0.515263381551322,0.381016929516588
0.50473886073241,0.375770695967898
0.509220327110533,0.36890547747206
0.497618455433157,0.353827826253125
0.490283457874843,0.331028807930734
