sigma_us,sigma_eu
0.0986292618817134,0.174306378880315
0.100720716032767,0.173495698139229
0.104622719081943,0.171220151686804
0.102727741720602,0.175492546533213
0.105458302939157,0.173235997859918
0.105043159612015,0.182687057242465
0.101921795949398,0.18152829902551
0.109245352517472,0.169737090091261
0.105462334501109,0.165461356677367
0.114716185126239,0.172435539645887
0.120416100423042,0.173911055151198
0.122028682625343,0.17709058686843
0.123034561071211,0.17708402761876
0.125554395423498,0.172500547122152
0.12959242599314,0.171468258063948
0.136170820592457,0.166277266844688
0.138589041791033,0.168748300175324
0.152633855695982,0.171134305295961
0.152609890836686,0.166088412498686
0.163183347377,0.166502495925583
0.171764702605578,0.171839999772763
0.167621978524857,0.172211069615903
0.17542667466652,0.171611325555837
0.17482873664405,0.168993150326031
0.170518204575713,0.174940450231903
0.185358091349728,0.173121224349146
0.181327609534898,0.176211735040357
0.187682570390373,0.173095578835315
0.199850307276243,0.178363898202425
0.211691888274829,0.179682165800657
0.20814095145012,0.173468984478492
0.206480092454282,0.172356413572822
0.215365335321562,0.178290208807078
0.210623815002594,0.178554158227857
0.218031159164186,0.180457516628668
0.216438770183951,0.174407336656141
0.211756821962832,0.176369010376548
0.223490477317676,0.178172671562923
0.223648106000714,0.179738075373303
0.223170930334081,0.181917834872148
0.226985106075238,0.181878046264006
0.245500904135401,0.188285417765791
0.244511665863971,0.18493438098533
0.241192339380272,0.182151020282889
0.242676750367462,0.184306917817138
0.242123262092974,0.183218078547985
0.237872925121152,0.185272689182902
0.233623133221409,0.17523882035487
0.247080593152827,0.18145361024119
0.243605004760903,0.186059038673537
0.227859644815754,0.183060204800106
0.231689931544543,0.183429155802461
0.236311089002722,0.182065727396803
0.230357532138301,0.196979467703207
0.230118066286719,0.195626351059625
0.223037499125066,0.192165551460936
0.241355594010598,0.188929274285457
0.235112746718824,0.192018700354978
0.220926054488506,0.205820823846091
0.238116813149839,0.192433832947209
0.218113024090921,0.19182080348483
0.216995010374342,0.189576641851262
0.214906925858212,0.185359469380422
0.217762717757324,0.18274457644085
0.214720768138448,0.185903270653497
0.244931950501226,0.187299607200557
0.235139006620922,0.184681753305496
0.212654854165184,0.170691879524805
0.236214578233852,0.168667747647353
0.222744303391325,0.167355213041106
0.211894047091743,0.169141363810959
0.226696790477591,0.160432358729662
0.214829045189752,0.155845712322642
0.203453335858122,0.160367438377834
0.203192162552293,0.159464055442486
0.200071851168735,0.152952906505335
0.208291159951106,0.158978788304632
0.240718729632789,0.158109613003947
0.211714794398012,0.152714757218683
0.330551524782211,0.159243359813294
0.302775244313453,0.159013723175104
0.225562204814539,0.149366103927184
0.300278254296848,0.178099258990472
0.33460820761394,0.1710865769183
0.181568038934269,0.151264698688992
0.210737246551998,0.151483729255952
0.267675842071386,0.165969917882636
0.31684481794718,0.158192821722717
0.199211554469416,0.153942118623521
0.212777497942399,0.150037998644722
0.215747848319012,0.143011171966484
0.213456897278467,0.144336485792995
3.22130620212315,0.18844212420956
0.677906857406901,0.228754143306116
0.51101480687492,0.211830203317354
0.252536769522933,0.201644910335143
0.297221907499559,0.177840565289275
0.289337172348668,0.184710125248773
0.309522464521151,0.18046228283084
0.320518485139969,0.171506657088317
0.314173294253389,0.17599041983064
0.302723777565405,0.193961107799021
0.315721201792424,0.187350432379221
0.324522413089092,0.184508570691667
0.345242008063475,0.190203476904186
0.35227202143595,0.185720786629155
0.363342387665382,0.186991709845983
0.347344485549673,0.198717743840612
0.356124845300351,0.202498738243334
0.384689998354756,0.207116898493895
0.378674438000289,0.209840268661975
0.381858156022345,0.215844161187771
0.396596465067235,0.236850788780945
0.404127716245978,0.248034449180787
0.39212037110448,0.229206232442426
0.392525777637746,0.224863753805387
0.393788033777553,0.222958439465889
0.387253609999235,0.226655518662913
0.373114099093989,0.217778509716305
0.347621261865777,0.217512488443814
0.35470946547456,0.218767079478953
0.374902922035427,0.207034567258587
0.396123196282735,0.196316902448093
0.405561787626145,0.203473455488722
0.413041985715857,0.202323116437732
0.433096214430239,0.207031913786611
0.434575412511993,0.208519790257072
