parameter,value
mu_sigma_us_r1,4.0176891887362896
rho_sigma_us_r1,1.0004637655564184
Sigma_sigma_us_r1,0.053097487505789076
mu_sigma_us_r2,-1.0616306597234837
rho_sigma_us_r2,0.7368839124929815
Sigma_sigma_us_r2,0.6557409638372838
P11,0.9781958007112654
P12,0.02180419928873453
P21,0.21799153475472458
P22,0.7820084652452756
