parameter,value
mu_sigma_us_r1,-1.2399505732584246
rho_sigma_us_r1,0.9728956722575924
Sigma_sigma_us_r1,0.043611908186449055
mu_sigma_us_r2,-1.024130393880504
rho_sigma_us_r2,0.16859282181533608
Sigma_sigma_us_r2,0.6701826695836626
P11,0.9935573995311923
P12,0.006442600468807735
P21,0.08332387150062126
P22,0.9166761284993787
