param,value
sigma_ss_scr,0.35910861271085454
sigma_ss_nor,0.28939852161149576
sigma_ss_scr_se,0.1250142849472529
sigma_ss_nor_se,0.13146688055871858
rho_scr,0.16859282181533608
rho_nor,0.9728956722575924
rho_scr_se,0.23505276801249617
rho_nor_se,0.008975625176431846
Sigma_scr,0.6701826695836626
Sigma_nor,0.043611908186449055
Sigma_scr_se,0.07151044185941098
Sigma_nor_se,0.00522900674696219
trans_scr,0.08332387150062126
trans_nor,0.006442600468807735
gamma_mu,NaN
gamma_mu_se,NaN
