parameter,value
mu_sigma_us_r1,-0.7370282086960493
rho_sigma_us_r1,0.9723203980343147
Sigma_sigma_us_r1,0.044511809461519274
mu_sigma_us_r2,-0.49136837195873556
rho_sigma_us_r2,0.14766295700603196
Sigma_sigma_us_r2,0.6917993733671787
P11,0.9924950291668372
P12,0.00750497083316282
P21,0.09787729633705271
P22,0.9021227036629473
