prob_nor,prob_scr
0.9918490664208537,0.008150933579146293
0.9948829457414115,0.005117054258588533
0.9977866251323897,0.0022133748676103804
0.9979701001138804,0.0020298998861196685
0.9981285871017331,0.0018714128982669027
0.9976181736424755,0.0023818263575244875
0.996122322787524,0.003877677212476025
0.9973430643574595,0.0026569356425405026
0.9909541838871004,0.009045816112899594
0.9954623784284109,0.004537621571589127
0.9978234568613514,0.002176543138648603
0.9980465361201024,0.0019534638798976312
0.9979702877452882,0.0020297122547119025
0.9977460971167348,0.0022539028832653106
0.9967127175307089,0.0032872824692911696
0.9978798360347257,0.002120163965274178
0.988496072256635,0.011503927743364924
0.9974745601488888,0.002525439851111229
0.994967479142926,0.005032520857073972
0.9964594878047597,0.003540512195240349
0.9977327348873926,0.0022672651126074647
0.9966770090145411,0.0033229909854587424
0.9979894541922794,0.00201054580772071
0.9978854851679055,0.0021145148320945166
0.9934322585860715,0.006567741413928407
0.9976012583414157,0.0023987416585843566
0.9973950100254347,0.0026049899745653163
0.995110606220079,0.0048893937799210155
0.996562820261333,0.0034371797386670328
0.997938466748383,0.002061533251616943
0.9980429562322145,0.001957043767785536
0.9971169900978003,0.0028830099021995795
0.9978687451315984,0.0021312548684016214
0.9974838476010667,0.0025161523989332872
0.9980282164959959,0.001971783504004101
0.9979591985865313,0.0020408014134687246
0.9969865942704712,0.0030134057295288274
0.9980051559002261,0.001994844099773869
0.9980620812757515,0.0019379187242484863
0.9979301597081415,0.0020698402918585246
0.992043631558058,0.007956368441942007
0.9976889713159606,0.0023110286840394177
0.9979977154947465,0.00200228450525358
0.9980553437079089,0.0019446562920909852
0.9980654919844565,0.0019345080155434788
0.9979930080911927,0.002006991908807311
0.9980349301279786,0.0019650698720213903
0.9958969199065079,0.004103080093492202
0.9976736565447799,0.0023263434552201465
0.9946734671351708,0.00532653286482926
0.9972782809400835,0.0027217190599165514
0.9978120176002495,0.0021879823997504174
0.9979018179289644,0.0020981820710356874
0.9980541270245694,0.001945872975430585
0.9976493552584247,0.002350644741575324
0.9879482655292341,0.012051734470765902
0.9970382686994148,0.0029617313005852134
0.994633638794481,0.0053663612055190255
0.9871943999779039,0.012805600022096101
0.9822811354741999,0.01771886452580007
0.9968678373924447,0.003132162607555378
0.9979875512810027,0.002012448718997282
0.9977992061870766,0.002200793812923348
0.9979958273039631,0.0020041726960369982
0.9071920884614609,0.09280791153853911
0.9876283591212633,0.012371640878736661
0.9625264704013663,0.03747352959863379
0.8932284317867385,0.10677156821326143
0.977277438832906,0.022722561167094046
0.9931436003879267,0.006856399612073281
0.9891551260001946,0.01084487399980536
0.9955581142274311,0.004441885772568885
0.9948679037045837,0.00513209629541638
0.9978675050038599,0.0021324949961401864
0.9980530313298149,0.0019469686701851152
0.9966682869188895,0.0033317130811104994
0.7612991080326004,0.23870089196739963
0.49676891698595155,0.5032310830140485
3.993281914672568e-20,1.0
0.39172308619325674,0.6082769138067433
1.228830713321466e-7,0.9999998771169286
1.1064970900086438e-8,0.9999999889350291
0.20880147137580932,0.7911985286241907
1.07035738710148e-37,1.0
0.008702880290801572,0.9912971197091984
4.799958158568441e-6,0.9999952000418414
0.004349742916618673,0.9956502570833813
6.125384172798519e-22,1.0
0.583024958212111,0.416975041787889
0.9558678041052089,0.04413219589479105
0.9951488384653555,0.004851161534644528
0.0,1.0
5.439033211888666e-194,1.0
1.7761642404392985e-7,0.999999822383576
2.2501142740819236e-49,1.0
0.03291823790909961,0.9670817620909005
0.7685091922397639,0.2314908077602361
