parameter,value
mu_sigma_us_r1,-1.124341945108122
rho_sigma_us_r1,0.9716292557590359
Sigma_sigma_us_r1,0.04509659192194349
mu_sigma_us_r2,-0.9615493744768564
rho_sigma_us_r2,0.2375307999664366
Sigma_sigma_us_r2,0.6286096963380928
P11,0.9920714539365258
P12,0.007928546063474191
P21,0.09842530149907742
P22,0.9015746985009226
