prob_nor,prob_scr
0.9978030090414358,0.0021969909585641857
0.9996515296395915,0.0003484703604085856
0.9995929344370806,0.0004070655629193446
0.9997564357690875,0.00024356423091265338
0.9996941908741978,0.00030580912580223174
0.9993983297244164,0.0006016702755834885
0.9996639136441626,0.00033608635583741664
0.9993052996640626,0.0006947003359374762
0.9993410541589138,0.0006589458410861009
0.9996320930586623,0.00036790694133772834
0.9997028869567249,0.00029711304327511857
0.9996928714019624,0.0003071285980376208
0.9996974610939977,0.0003025389060023014
0.9996840328508566,0.00031596714914332855
0.9995867802882484,0.0004132197117515291
0.9996543159673601,0.0003456840326398874
0.9984220387622701,0.0015779612377299218
0.9995314375883738,0.00046856241162624937
0.9992061147158373,0.0007938852841626552
0.9993838294337127,0.0006161705662871732
0.9993633285511669,0.00063667144883303
0.9993829188012296,0.0006170811987703192
0.9995190552539669,0.00048094474603315796
0.9993830854403781,0.0006169145596218472
0.9986072420623282,0.0013927579376717177
0.9993347091517797,0.000665290848220334
0.9994426588935844,0.0005573411064156038
0.9989431247828024,0.001056875217197437
0.99915294869885,0.0008470513011500376
0.9994072137376706,0.0005927862623293663
0.9994467939518157,0.0005532060481843408
0.9992855807159531,0.0007144192840469661
0.9993538768525881,0.0006461231474118058
0.9993563547742897,0.0006436452257102638
0.9994415681571264,0.0005584318428735813
0.9993755329054681,0.0006244670945318253
0.9991783996681949,0.0008216003318052243
0.9994393731026895,0.0005606268973104355
0.9994597055462799,0.0005402944537201347
0.9994411270224898,0.0005588729775101718
0.9975388419478913,0.002461158052108642
0.9993120016027944,0.0006879983972054683
0.9993873351654948,0.0006126648345051438
0.9994341807273976,0.0005658192726022483
0.9994366138339577,0.0005633861660423444
0.9993783073126141,0.0006216926873858917
0.9993961353917976,0.0006038646082023291
0.9987809463352323,0.0012190536647676397
0.9992860361363177,0.0007139638636823453
0.9977214577949686,0.002278542205031416
0.9992549388489066,0.0007450611510933267
0.9993925834756212,0.0006074165243788737
0.999333763535784,0.0006662364642161212
0.9994287062205957,0.0005712937794044249
0.9992235210155599,0.0007764789844401488
0.9965413609035156,0.0034586390964844002
0.999067745275292,0.000932254724708045
0.9977860535659752,0.0022139464340248183
0.9963702863287675,0.003629713671232606
0.9910168571222553,0.008983142877744607
0.9988675522570437,0.0011324477429561985
0.9994103668530008,0.0005896331469992407
0.9994380009454559,0.0005619990545441933
0.9994098344355726,0.0005901655644274151
0.958423053473753,0.041576946526247015
0.9944052997835902,0.005594700216409793
0.9738118460246584,0.0261881539753415
0.946298974068028,0.053701025931972
0.9869240101503424,0.013075989849657688
0.9964070287567607,0.0035929712432393153
0.9970730675553672,0.002926932444632876
0.9983284079424765,0.0016715920575235482
0.9978906894750182,0.002109310524981771
0.9993917629435237,0.0006082370564763657
0.9994773635367726,0.0005226364632272891
0.9992395131088038,0.0007604868911962596
0.8822716710486015,0.11772832895139847
0.44807128378917416,0.551928716210826
6.774469943329522e-24,1.0
0.19115143365871995,0.80884856634128
6.826232712935038e-10,0.9999999993173767
1.5734038441698052e-10,0.9999999998426596
0.047694666377948544,0.9523053336220515
6.451590803032413e-46,1.0
0.004419372949754689,0.9955806270502453
2.957545887290907e-7,0.9999997042454112
0.0004157726584066304,0.9995842273415934
8.817591341304645e-27,1.0
0.4332524667101754,0.5667475332898245
0.9349883069344602,0.06501169306553974
0.9951834511431001,0.004816548856899881
0.0,1.0
6.590337682755353e-234,1.0
3.0428607237317977e-8,0.9999999695713928
1.7481752687040155e-58,1.0
0.004272057961422025,0.9957279420385781
0.569958516838651,0.4300414831613491
0.8522068309689853,0.14779316903101475
0.985261583398169,0.014738416601830959
0.9982659487630403,0.001734051236959671
0.9991443375298464,0.0008556624701536249
0.9991008034851702,0.0008991965148297884
0.9992104178336803,0.0007895821663198605
0.9981143385294373,0.0018856614705626395
0.999179929643159,0.0008200703568409459
0.9991532812796945,0.000846718720305454
0.9991458822643724,0.0008541177356275904
0.9992121203689455,0.0007878796310544325
0.997077538004949,0.002922461995051055
0.9992331474303547,0.0007668525696451351
0.9993441823886029,0.0006558176113971652
0.9988968973510479,0.0011031026489520977
0.9991965368288107,0.000803463171189181
0.9992749213892034,0.0007250786107965658
0.9993825740792265,0.0006174259207735169
0.9993696620381909,0.0006303379618092011
0.9993865631331487,0.0006134368668514539
0.9992823330630755,0.0007176669369245847
0.9985601713129316,0.0014398286870684598
0.999249424550773,0.0007505754492269263
0.9984045418537508,0.0015954581462490824
0.9982068652237464,0.001793134776253579
0.999132096910382,0.0008679030896180718
0.999266095896365,0.0007339041036350559
0.9986934171888804,0.0013065828111195796
0.9993391668870385,0.0006608331129614205
0.997835150805834,0.002164849194165987
0.9989788486638741,0.0010211513361258878
0.9993785856867436,0.0006214143132562481
0.9993843030057427,0.0006156969942573656
0.9993832898352486,0.0006167101647512935
0.9993440374489776,0.0006559625510224677
0.9989019537121427,0.0010980462878572815
0.9991550079450947,0.0008449920549053631
0.9993792411182132,0.0006207588817867438
0.9993210019130736,0.0006789980869264406
0.999391849360079,0.0006081506399209899
0.9992197303328365,0.0007802696671634815
0.9993459671793137,0.0006540328206862527
0.9991387109808586,0.0008612890191413188
0.9991569301974751,0.0008430698025249134
0.9993771213011104,0.0006228786988894712
0.9987022477274707,0.001297752272529162
0.9992153418047142,0.0007846581952858412
