parameter,value
mu_sigma_us_r1,-0.9011837273148858
rho_sigma_us_r1,0.9708875638822025
Sigma_sigma_us_r1,0.046816142973965594
mu_sigma_us_r2,-0.698157823573556
rho_sigma_us_r2,0.23971963013207145
Sigma_sigma_us_r2,0.6543100579689847
P11,0.9920702909856728
P12,0.00792970901432722
P21,0.09803717961079567
P22,0.9019628203892043
