sigma_eu_sim,state_eu_sim
1.2667675240040976,1
-0.7145562688842673,1
-0.406217765592755,1
-2.5823383008445737,1
0.6300780318121777,1
0.054340598945710694,1
0.4118329321454732,1
1.021275114251485,1
0.453171498941346,1
-1.4511714250241077,1
-0.55874274098835,1
0.21052491983441665,1
-0.9785737157720447,1
-2.4161330021125873,1
0.8118837242232122,1
-0.951698304405525,1
-0.6625125368349944,1
-1.3381194238706826,1
-0.5904108295288772,1
0.3205047561012072,1
0.20441078832389795,1
0.2182846631959087,1
1.6379532932287801,1
0.3722459720517964,1
-0.09365635020672612,1
0.630991370151172,1
0.9243339251044652,1
1.844287071288285,1
0.3416563192562895,1
0.18432198786610077,1
0.8733929922162323,1
0.1529551394977799,1
2.0799819422121892,1
-0.12239561708750082,1
-0.1260918437279155,1
-2.093686317066732,1
1.93280563709512,1
-2.1442518066219116,1
1.0965785448481982,1
0.5288616661967829,1
-2.0424940384141808,1
-1.3521448462256929,1
-1.1096511245922722,1
0.6163768325785055,1
0.10367461167269698,1
-0.9919152147676182,1
1.0869503869699875,1
-1.361885039243901,1
-0.2087796407398362,1
-1.5239846104582901,1
-0.6496595634385373,1
0.15348351599329815,1
0.2830806386745153,1
0.2295277918197134,1
0.3600111411559279,1
-0.955291783184868,1
0.9308117648693606,1
0.03330663787681561,1
0.5460083387789904,1
0.2621120279778167,1
-0.7802060114906382,1
0.7401293776637791,1
-0.4267759904171433,1
0.029324418095550774,1
-1.629870245565504,1
-0.5260302140151895,1
2.105579091437625,1
0.040369235167088464,1
-0.3650727975153087,1
-2.158868926912027,1
0.7260616529812249,1
0.8740772564881579,1
-0.5553572054525687,1
0.34318801624405876,1
-0.42925666105914617,1
1.1761981713981327,1
1.6171184314635338,1
-1.7143869386146573,1
1.3579283000469762,1
0.30571905254440335,1
-0.41076025080951484,1
-0.3909471920172418,1
0.11603808207798218,1
-1.8117503237355892,1
1.6384315033310384,1
-0.24623984135944643,1
-0.6881485787555807,1
-2.092817234916469,1
2.6359875349580686,1
0.7578596982404989,1
0.504351026725704,1
-0.3389654802773409,1
1.6749397591838402,1
-0.1980637665478076,1
1.254217802792571,1
-0.9112471039453292,1
2.3489199108785623,1
1.277919598452214,1
-0.024979044559432922,1
-0.4931635079973081,1
-0.13463799108889954,1
-0.9045949841599435,1
-0.43009643445084367,1
-1.3264975594715482,1
-0.9321762895277493,1
0.33848883775657296,1
-0.5469662791514724,1
-1.6440802132801566,1
-0.9477511520666976,1
-0.0827575038895833,1
-1.2527583925571495,1
-1.73424245673599,1
-0.7418910894858384,1
0.9878424149827356,1
0.1655590543696572,1
0.20556705691627936,1
-1.0256921271216197,1
0.09942305178517463,1
0.7201465209188422,1
1.13363130772847,1
0.6885335361792351,1
-1.5582469676190718,1
1.0291239966591794,1
-0.37740674643671684,1
-1.8664660158639657,1
1.0721358216332486,1
-1.027153828173397,1
-0.8778225215451684,1
0.6714429054239058,1
0.7637305745253178,1
-1.3320345630111199,1
-0.4730519576206117,1
-0.7544113721078919,1
0.7502788882607417,1
-0.7511720811288778,1
1.127007073191573,1
-0.19355795144200075,1
0.5566306548269265,1
1.2658418742530693,1
-0.7600279166384234,1
-0.3836243775196838,1
0.23545738294071644,1
-0.0439179620724199,1
-0.14462431512108262,1
0.058133640803183825,1
-0.991291559938532,1
-0.25150954475904125,1
-0.2489461841760477,1
1.3072640913149645,1
-0.641224850437035,1
-0.03659282334980797,1
1.6797785349850058,1
0.2575061484693399,1
-0.04351638530081058,1
0.3154846977776032,1
-0.17829047585238397,1
-1.1279792460567941,1
-1.282825083036232,1
-0.29676872199575854,1
-0.03679768264436476,1
0.2751373607327969,1
-1.1008205262161066,1
-0.9992695566118119,1
-0.3006383524531828,1
1.5388171233072223,1
-0.01517585216841367,1
1.238347620859457,1
0.33122766472093534,1
-1.5171371749280134,1
-0.30918254551943386,1
-1.2103903251358668,2
-0.14136729292512137,2
0.022024244302109027,2
-0.11486707972161844,2
-1.0278121413873746,2
1.0512447967164662,2
1.1798247798794816,2
2.2244575699188465,2
-0.2947848104073997,2
-0.1056426270413848,2
-0.38494018617947695,2
-0.9920604990626526,2
-0.24299108947613865,2
-0.8924894395556379,2
-0.2798457971064024,2
-0.22615841273557918,2
-0.5653456326047129,2
0.5114114421137531,2
0.997019891722942,2
-0.13054179829009926,2
0.4872750385366377,2
-0.6068337234488036,2
-0.21379976138788534,2
0.43123727267972517,2
-0.3786127719397751,2
-0.6683678497093777,2
0.06658244041520905,2
-0.9535547151529921,2
-0.23942240568755518,2
-2.2320682348377545,2
-0.3006024567319816,2
-0.20363357155235562,2
-2.1716623936495987,2
-0.7966769428439622,2
0.03946036116613722,2
2.4590015367745086,2
-0.4021537614149409,2
0.37030278480682755,2
0.9073705232747162,2
-1.2111632270557218,2
0.10820657618208623,2
-0.03495843732907186,2
-0.1652428931537299,2
1.6526232250581392,2
0.010438931554501164,2
-0.1712585687201023,2
0.3241830489268195,2
0.13257217839197857,2
-0.9922906951179755,2
0.5491836370051961,2
0.21155117876548765,2
0.5254729194450144,2
-1.0441183915183718,2
0.6701655251106078,2
3.0208383437194564,2
-0.11203733074904784,2
-0.26439907242473387,2
-0.8111633266388768,2
-0.1235487255844618,2
-1.798641444036012,2
-1.5224330777462045,2
-0.7047474820554256,2
-0.6861283474417348,2
0.3542217819278982,2
-0.010607573360986302,2
1.3878858810217443,2
-0.05677432970553431,2
0.26026976953766146,2
0.466328289757403,2
-1.4682942784875934,2
0.8279889818890527,2
0.31210800880269046,2
-0.32441898511474493,2
-0.8886878550795206,2
0.8480090691229052,2
-0.12495834077686441,2
1.3192705136071126,2
-0.41486677413606254,2
-0.8869030799853557,2
0.7444419812013862,2
-1.7286434554902508,2
1.8494919039174749,2
0.24153521268579678,2
-1.2345048936803635,2
-1.0797757500858505,2
0.4527164203328718,2
0.37519342588025195,2
0.24168690456190975,2
0.7443455978298623,2
0.4783338174456678,2
0.22582127586485512,2
-0.13425277432041982,2
