parameter,value
mu_sigma_us_r1,-0.8718806525942963
rho_sigma_us_r1,0.9811850581343813
Sigma_sigma_us_r1,0.048255440120263705
mu_sigma_us_r2,-0.6160624634135708
rho_sigma_us_r2,0.3020220853285469
Sigma_sigma_us_r2,0.6429541331606887
P11,0.9823535628668758
P12,0.017646437133124197
P21,0.20218566370988705
P22,0.797814336290113
