param,value
sigma_ss_scr,0.38230010085186716
sigma_ss_nor,0.3248661768112186
sigma_ss_scr_se,0.1335834042566648
sigma_ss_nor_se,0.1338276949331885
rho_scr,0.2375307999664366
rho_nor,0.9716292557590359
rho_scr_se,0.22781082614512208
rho_nor_se,0.009313845586618252
Sigma_scr,0.6286096963380928
Sigma_nor,0.04509659192194349
Sigma_scr_se,0.067701399160554
Sigma_nor_se,0.005289906742497274
trans_scr,0.09842530149907736
trans_nor,0.007928546063474151
gamma_mu,NaN
gamma_mu_se,NaN
