parameter,value
mu_sigma_us_r1,-0.8517555901294229
rho_sigma_us_r1,0.9873674412777047
Sigma_sigma_us_r1,0.033997811917222134
mu_sigma_us_r2,-1.0381571130584877
rho_sigma_us_r2,0.31519859639514736
Sigma_sigma_us_r2,0.6074849573042513
P11,0.9873955459446309
P12,0.012604454055369186
P21,0.131221689841557
P22,0.8687783101584431
