parameter,value
mu_sigma_us_r1,-1.2338953804064268
rho_sigma_us_r1,0.971234820983141
Sigma_sigma_us_r1,0.04603043451863202
mu_sigma_us_r2,-1.0444883191024505
rho_sigma_us_r2,0.2383457825707941
Sigma_sigma_us_r2,0.6492841933854676
P11,0.9920372535139675
P12,0.007962746486032499
P21,0.09872620827314552
P22,0.9012737917268544
