parameter,value
mu_sigma_us_r1,-0.7215113935271722
rho_sigma_us_r1,0.9872970269012771
Sigma_sigma_us_r1,0.034055810558221426
mu_sigma_us_r2,-0.9147836284172997
rho_sigma_us_r2,0.32505125976292426
Sigma_sigma_us_r2,0.6003805026693131
P11,0.9864427152176658
P12,0.013557284782334252
P21,0.13341290133786743
P22,0.8665870986621325
