parameter,value
mu_sigma_us_r1,-1.3250792654526302
rho_sigma_us_r1,0.9714153257412839
Sigma_sigma_us_r1,0.045324779874816964
mu_sigma_us_r2,-1.1488518189001318
rho_sigma_us_r2,0.2371547340470344
Sigma_sigma_us_r2,0.6429700313234904
P11,0.9920125423012378
P12,0.007987457698762204
P21,0.09925228590950168
P22,0.9007477140904983
