parameter,value
mu_sigma_us_r1,0.0728464453551941
rho_sigma_us_r1,1.0015338767582085
Sigma_sigma_us_r1,0.05273876250920511
mu_sigma_us_r2,-1.4790109820987938
rho_sigma_us_r2,0.7200457857181493
Sigma_sigma_us_r2,0.6546275837562301
P11,0.9799976591801265
P12,0.02000234081987353
P21,0.21043290808022355
P22,0.7895670919197765
