month,dayoftrade,ecbdepositfacilityrate,ecbmainrefinancingrate,ecbeoniarate,interestonexcessreserves,interestonrequiredreserves,interestonreservebalances,federalfundstargetrangeupperlimi,federalfundstargetrangelowerlimi,federalfundstargetrate,domesticprivatecredit,effectivefederalfundsraate,dw_rate,reserve_rate,ffr_deviation,ecb_eoniatarget,eonia_deviation,e,f,cip,germany_us,f_ret
2023m7,16-Jul-23,3.5,4.25,,,,5.1903229,5.2903228,5.0403228,5.1653228,5.2857141,5.1170001,5.2857141,5.1903229,-0.045500062,3.875,,,,,,
2023m8,16-Aug-23,3.7419355,4.4919353,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.1169353,,,,,,
2023m9,15-Sep-23,3.8416667,4.5916667,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.2166667,,,,,,
2023m10,16-Oct-23,4,4.75,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.375,,,,,,
2023m11,15-Nov-23,4,4.75,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.375,,,,,,
2023m12,16-Dec-23,4,4.75,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.375,,,,,,
2024m1,16-Jan-24,4,4.75,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.375,,,,,,
2024m2,15-Feb-24,4,4.75,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.375,,,,,,
2024m3,16-Mar-24,4,4.75,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.375,,,,,,
2024m4,15-Apr-24,4,4.75,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.375,,,,,,
2024m5,16-May-24,4,4.75,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.375,,,,,,
2024m6,15-Jun-24,3.8416667,4.5916667,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.2166667,,,,,,
2024m7,16-Jul-24,3.75,4.5,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.125,,,,,,
2024m8,16-Aug-24,3.75,4.5,,,,5.4000001,5.5,5.25,5.375,5.5,5.3299999,5.5,5.4000001,-0.045000076,4.125,,,,,,
2024m9,15-Sep-24,3.6416667,4.2400002,,,,5.2000003,5.3000002,5.0500002,5.1750002,5.3095236,5.1300001,5.3095236,5.2000003,-0.045000076,3.9408333,,,,,,
2024m10,16-Oct-24,3.4274194,3.8274195,,,,4.9000001,5,4.75,4.875,5,4.8299999,5,4.9000001,-0.045000076,3.6274195,,,,,,
2024m11,15-Nov-24,3.25,3.6500001,,,,4.7083335,4.8083334,4.5583334,4.6833334,4.8095236,4.6457896,4.8095236,4.7083335,-0.045000076,3.45,,,,,,
2024m12,5-Dec-24,3.25,3.6500001,,,,4.6500001,4.75,4.5,4.625,4.75,4.5799999,4.75,4.6500001,-0.045000076,3.45,,,,,,
