parameter,value
mu_sigma_us_r1,-1.2361964930119065
rho_sigma_us_r1,0.9711851350677305
Sigma_sigma_us_r1,0.04614266941022572
mu_sigma_us_r2,-1.0447079162235313
rho_sigma_us_r2,0.23849322978111326
Sigma_sigma_us_r2,0.6503525727605867
P11,0.992036844351212
P12,0.00796315564878799
P21,0.09870947407457953
P22,0.9012905259254205
