param,value
sigma_ss_scr,0.5461424745977617
sigma_ss_nor,0.7584987233070938
sigma_ss_scr_se,0.14034257500594283
sigma_ss_nor_se,0.2293746556291142
rho_scr,0.4885116814233979
rho_nor,0.9882908090034297
rho_scr_se,0.17755162893897117
rho_nor_se,0.006159815953703495
Sigma_scr,0.32986395801556007
Sigma_nor,0.031956751588218694
Sigma_scr_se,0.04375319211081224
Sigma_nor_se,0.005024928419196396
trans_scr,0.10411004263122703
trans_nor,0.011765174588846183
gamma_mu,NaN
gamma_mu_se,NaN
